"사고다발지fid","사고다발지id","법정동코드","지점코드","시도시군구명","지점명","사고건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
104485,"2020058","1162010100","11620013  ",서울특별시 관악구13,서울특별시 관악구 봉천동(낙성대역 부근),18,20,0,7,13,0,126.961536120000,37.477763280000,"{""type"":""Polygon"",""coordinates"":[[[126.96266709,37.47776843],[126.96266222,37.47784696],[126.96264878,37.47792486],[126.96262688,37.47800153],[126.96259667,37.47807639],[126.9625584,37.47814886],[126.96251234,37.4782184],[126.96245885,37.47828448],[126.96239834,37.47834659],[126.96233127,37.47840426],[126.96225814,37.47845705],[126.96217952,37.47850456],[126.96209601,37.47854643],[126.96200823,37.47858234],[126.96191686,37.47861201],[126.96182259,37.47863523],[126.96172614,37.47865181],[126.96162825,37.47866163],[126.96152965,37.47866461],[126.96143111,37.47866073],[126.96133336,37.47865002],[126.96123716,37.47863256],[126.96114323,37.47860849],[126.96105229,37.47857798],[126.96096503,37.47854127],[126.96088212,37.47849864],[126.96080419,37.47845042],[126.96073183,37.47839697],[126.96066559,37.47833869],[126.96060598,37.47827603],[126.96055344,37.47820947],[126.96050838,37.47813952],[126.96047115,37.4780667],[126.96044202,37.47799157],[126.96042121,37.47791471],[126.9604089,37.47783669],[126.96040516,37.47775812],[126.96041003,37.47767958],[126.96042347,37.47760168],[126.96044537,37.47752501],[126.96047558,37.47745016],[126.96051386,37.47737768],[126.96055992,37.47730814],[126.96061341,37.47724207],[126.96067392,37.47717996],[126.96074099,37.47712229],[126.96081411,37.4770695],[126.96089273,37.47702199],[126.96097625,37.47698012],[126.96106402,37.47694421],[126.96115539,37.47691454],[126.96124966,37.47689132],[126.9613461,37.47687474],[126.961444,37.47686493],[126.96154259,37.47686195],[126.96164113,37.47686583],[126.96173888,37.47687653],[126.96183508,37.47689399],[126.96192901,37.47691807],[126.96201994,37.47694857],[126.9621072,37.47698528],[126.96219011,37.4770279],[126.96226804,37.47707613],[126.9623404,37.47712958],[126.96240664,37.47718786],[126.96246626,37.47725051],[126.96251879,37.47731707],[126.96256385,37.47738703],[126.96260109,37.47745984],[126.96263022,37.47753497],[126.96265102,37.47761183],[126.96266334,37.47768985],[126.96266709,37.47776843]]]}"
104561,"2020058","1162010200","11620014  ",서울특별시 관악구14,서울특별시 관악구 신림동(디지털단지입구 부근),18,26,0,5,20,1,126.901116510000,37.482443930000,"{""type"":""Polygon"",""coordinates"":[[[126.90224753,37.48244966],[126.9022426,37.48252819],[126.9022291,37.48260608],[126.90220713,37.48268274],[126.90217686,37.48275758],[126.90213852,37.48283003],[126.90209241,37.48289955],[126.90203886,37.4829656],[126.9019783,37.48302768],[126.90191118,37.48308531],[126.90183801,37.48313806],[126.90175935,37.48318553],[126.90167579,37.48322736],[126.90158798,37.48326322],[126.90149658,37.48329285],[126.90140229,37.48331602],[126.90130582,37.48333255],[126.90120792,37.48334232],[126.90110931,37.48334525],[126.90101076,37.48334132],[126.90091302,37.48333056],[126.90081682,37.48331305],[126.90072291,37.48328893],[126.90063199,37.48325838],[126.90054476,37.48322163],[126.90046188,37.48317896],[126.90038398,37.48313069],[126.90031166,37.4830772],[126.90024546,37.48301889],[126.90018589,37.4829562],[126.90013341,37.48288962],[126.90008841,37.48281964],[126.90005123,37.48274681],[126.90002216,37.48267166],[126.90000141,37.48259479],[126.89998916,37.48251677],[126.89998548,37.48243819],[126.89999042,37.48235966],[126.90000392,37.48228177],[126.90002589,37.48220511],[126.90005616,37.48213027],[126.9000945,37.48205781],[126.90014062,37.4819883],[126.90019416,37.48192225],[126.90025472,37.48186018],[126.90032185,37.48180254],[126.90039502,37.48174979],[126.90047368,37.48170232],[126.90055723,37.4816605],[126.90064504,37.48162463],[126.90073644,37.481595],[126.90083073,37.48157184],[126.90092719,37.48155531],[126.9010251,37.48154554],[126.9011237,37.48154261],[126.90122225,37.48154654],[126.90131999,37.4815573],[126.90141618,37.4815748],[126.90151009,37.48159892],[126.90160101,37.48162948],[126.90168824,37.48166623],[126.90177112,37.4817089],[126.90184902,37.48175716],[126.90192134,37.48181065],[126.90198754,37.48186896],[126.9020471,37.48193165],[126.90209959,37.48199823],[126.9021446,37.48206821],[126.90218178,37.48214104],[126.90221085,37.48221618],[126.90223159,37.48229306],[126.90224385,37.48237108],[126.90224753,37.48244966]]]}"
104726,"2020058","1162010100","11620015  ",서울특별시 관악구15,서울특별시 관악구 봉천동(라피스빌딩입구 부근),18,22,0,3,17,2,126.950412050000,37.481649660000,"{""type"":""Polygon"",""coordinates"":[[[126.95154307,37.48165492],[126.95153819,37.48173345],[126.95152475,37.48181135],[126.95150283,37.48188802],[126.95147261,37.48196287],[126.95143432,37.48203534],[126.95138825,37.48210488],[126.95133475,37.48217095],[126.95127423,37.48223305],[126.95120714,37.48229072],[126.95113401,37.4823435],[126.95105538,37.482391],[126.95097185,37.48243286],[126.95088406,37.48246877],[126.95079268,37.48249843],[126.95069841,37.48252164],[126.95060195,37.48253821],[126.95050405,37.48254802],[126.95040545,37.48255099],[126.9503069,37.4825471],[126.95020915,37.48253638],[126.95011294,37.48251892],[126.95001901,37.48249483],[126.94992807,37.48246432],[126.94984082,37.4824276],[126.94975791,37.48238497],[126.94967998,37.48233674],[126.94960763,37.48228327],[126.94954139,37.48222499],[126.94948178,37.48216233],[126.94942925,37.48209577],[126.94938421,37.48202581],[126.94934698,37.48195299],[126.94931786,37.48187786],[126.94929707,37.48180099],[126.94928476,37.48172297],[126.94928103,37.4816444],[126.94928591,37.48156586],[126.94929936,37.48148796],[126.94932128,37.48141129],[126.9493515,37.48133644],[126.9493898,37.48126397],[126.94943587,37.48119444],[126.94948937,37.48112837],[126.94954989,37.48106627],[126.94961698,37.4810086],[126.94969011,37.48095582],[126.94976874,37.48090832],[126.94985227,37.48086646],[126.94994005,37.48083056],[126.95003143,37.48080089],[126.9501257,37.48077768],[126.95022216,37.48076111],[126.95032006,37.48075131],[126.95041865,37.48074833],[126.9505172,37.48075222],[126.95061495,37.48076294],[126.95071116,37.48078041],[126.95080508,37.48080449],[126.95089602,37.480835],[126.95098327,37.48087172],[126.95106618,37.48091435],[126.95114411,37.48096258],[126.95121647,37.48101604],[126.9512827,37.48107433],[126.95134231,37.48113699],[126.95139484,37.48120355],[126.95143989,37.48127351],[126.95147712,37.48134633],[126.95150624,37.48142146],[126.95152703,37.48149832],[126.95153934,37.48157634],[126.95154307,37.48165492]]]}"
104464,"2020058","1162010100","11620016  ",서울특별시 관악구16,서울특별시 관악구 봉천동(관악로2312 부근),16,19,1,8,8,2,126.955682920000,37.485060470000,"{""type"":""Polygon"",""coordinates"":[[[126.956814,37.48506567],[126.95680912,37.48514421],[126.95679568,37.48522211],[126.95677377,37.48529878],[126.95674355,37.48537363],[126.95670527,37.4854461],[126.9566592,37.48551564],[126.9566057,37.48558171],[126.95654518,37.48564382],[126.9564781,37.48570148],[126.95640496,37.48575427],[126.95632633,37.48580178],[126.9562428,37.48584364],[126.95615501,37.48587955],[126.95606363,37.48590922],[126.95596935,37.48593243],[126.9558729,37.48594901],[126.95577499,37.48595882],[126.95567639,37.4859618],[126.95557783,37.48595791],[126.95548007,37.4859472],[126.95538386,37.48592973],[126.95528993,37.48590566],[126.95519898,37.48587514],[126.95511172,37.48583843],[126.95502881,37.4857958],[126.95495087,37.48574757],[126.9548785,37.48569411],[126.95481226,37.48563583],[126.95475265,37.48557317],[126.95470011,37.48550661],[126.95465506,37.48543666],[126.95461782,37.48536384],[126.9545887,37.48528871],[126.9545679,37.48521184],[126.95455559,37.48513383],[126.95455185,37.48505525],[126.95455673,37.48497671],[126.95457017,37.48489882],[126.95459209,37.48482215],[126.9546223,37.48474729],[126.95466059,37.48467482],[126.95470666,37.48460529],[126.95476016,37.48453921],[126.95482068,37.48447711],[126.95488777,37.48441944],[126.9549609,37.48436666],[126.95503953,37.48431915],[126.95512306,37.48427729],[126.95521084,37.48424138],[126.95530222,37.48421171],[126.9553965,37.4841885],[126.95549296,37.48417193],[126.95559086,37.48416211],[126.95568946,37.48415914],[126.95578802,37.48416302],[126.95588577,37.48417374],[126.95598198,37.4841912],[126.95607591,37.48421528],[126.95616686,37.48424579],[126.95625412,37.4842825],[126.95633703,37.48432513],[126.95641497,37.48437336],[126.95648733,37.48442681],[126.95655357,37.48448509],[126.95661319,37.48454775],[126.95666573,37.48461431],[126.95671078,37.48468427],[126.95674802,37.48475709],[126.95677715,37.48483221],[126.95679795,37.48490908],[126.95681026,37.4849871],[126.956814,37.48506567]]]}"
104318,"2020058","1162010200","11620017  ",서울특별시 관악구17,서울특별시 관악구 신림동(프레콘빌딩 부근),16,23,1,5,16,1,126.933335480000,37.484720290000,"{""type"":""Polygon"",""coordinates"":[[[126.93446654,37.48472571],[126.93446164,37.48480424],[126.93444818,37.48488214],[126.93442624,37.4849588],[126.934396,37.48503365],[126.9343577,37.48510612],[126.93431161,37.48517565],[126.93425809,37.48524171],[126.93419755,37.4853038],[126.93413045,37.48536146],[126.9340573,37.48541423],[126.93397866,37.48546172],[126.93389512,37.48550357],[126.93380732,37.48553946],[126.93371593,37.48556911],[126.93362165,37.48559231],[126.93352518,37.48560886],[126.93342728,37.48561866],[126.93332867,37.48562161],[126.93323011,37.48561771],[126.93313236,37.48560698],[126.93303616,37.4855895],[126.93294223,37.4855654],[126.93285129,37.48553487],[126.93276404,37.48549815],[126.93268114,37.4854555],[126.93260322,37.48540726],[126.93253087,37.48535378],[126.93246465,37.48529549],[126.93240505,37.48523282],[126.93235254,37.48516625],[126.9323075,37.48509628],[126.93227029,37.48502346],[126.93224119,37.48494832],[126.93222041,37.48487145],[126.93220812,37.48479344],[126.93220441,37.48471486],[126.93220931,37.48463632],[126.93222278,37.48455843],[126.93224472,37.48448176],[126.93227496,37.48440692],[126.93231327,37.48433445],[126.93235936,37.48426492],[126.93241288,37.48419886],[126.93247341,37.48413677],[126.93254052,37.48407912],[126.93261366,37.48402635],[126.93269231,37.48397885],[126.93277585,37.48393701],[126.93286364,37.48390112],[126.93295503,37.48387147],[126.93304932,37.48384827],[126.93314578,37.48383172],[126.93324368,37.48382192],[126.93334228,37.48381896],[126.93344084,37.48382287],[126.93353859,37.4838336],[126.93363479,37.48385108],[126.93372872,37.48387518],[126.93381965,37.4839057],[126.9339069,37.48394243],[126.9339898,37.48398508],[126.93406772,37.48403332],[126.93414007,37.48408679],[126.93420629,37.48414508],[126.93426589,37.48420775],[126.9343184,37.48427432],[126.93436344,37.48434429],[126.93440065,37.48441711],[126.93442976,37.48449224],[126.93445054,37.48456911],[126.93446283,37.48464713],[126.93446654,37.48472571]]]}"
104357,"2020058","1162010100","11620018  ",서울특별시 관악구18,서울특별시 관악구 봉천동(현대시장 부근),15,18,0,6,11,1,126.946381600000,37.487081360000,"{""type"":""Polygon"",""coordinates"":[[[126.9475127,37.48708665],[126.94750782,37.48716519],[126.94749436,37.48724309],[126.94747244,37.48731975],[126.94744222,37.48739461],[126.94740392,37.48746707],[126.94735784,37.48753661],[126.94730433,37.48760267],[126.9472438,37.48766478],[126.94717671,37.48772244],[126.94710357,37.48777522],[126.94702493,37.48782272],[126.9469414,37.48786458],[126.9468536,37.48790048],[126.94676221,37.48793014],[126.94666793,37.48795334],[126.94657146,37.48796991],[126.94647356,37.48797972],[126.94637495,37.48798268],[126.94627639,37.48797879],[126.94617863,37.48796807],[126.94608242,37.4879506],[126.94598849,37.48792651],[126.94589754,37.487896],[126.94581028,37.48785928],[126.94572737,37.48781664],[126.94564944,37.4877684],[126.94557708,37.48771494],[126.94551084,37.48765666],[126.94545123,37.48759399],[126.94539871,37.48752743],[126.94535366,37.48745747],[126.94531643,37.48738464],[126.94528732,37.48730951],[126.94526653,37.48723265],[126.94525422,37.48715463],[126.9452505,37.48707605],[126.94525538,37.48699752],[126.94526884,37.48691962],[126.94529077,37.48684295],[126.94532099,37.4867681],[126.94535929,37.48669563],[126.94540537,37.4866261],[126.94545888,37.48656003],[126.94551941,37.48649793],[126.9455865,37.48644027],[126.94565964,37.48638749],[126.94573828,37.48633999],[126.94582182,37.48629813],[126.94590961,37.48626224],[126.946001,37.48623257],[126.94609528,37.48620937],[126.94619174,37.4861928],[126.94628964,37.486183],[126.94638825,37.48618003],[126.94648681,37.48618392],[126.94658456,37.48619464],[126.94668077,37.48621211],[126.9467747,37.4862362],[126.94686565,37.48626672],[126.9469529,37.48630343],[126.94703581,37.48634607],[126.94711375,37.48639431],[126.94718611,37.48644777],[126.94725234,37.48650605],[126.94731195,37.48656872],[126.94736448,37.48663528],[126.94740953,37.48670524],[126.94744676,37.48677806],[126.94747588,37.48685319],[126.94749667,37.48693006],[126.94750898,37.48700808],[126.9475127,37.48708665]]]}"
104511,"2020058","1162010100","11620019  ",서울특별시 관악구19,서울특별시 관악구 봉천동(조강빌딩 부근),15,19,0,5,13,1,126.946755670000,37.479304390000,"{""type"":""Polygon"",""coordinates"":[[[126.94788665,37.47930968],[126.94788177,37.47938821],[126.94786832,37.47946611],[126.9478464,37.47954278],[126.94781618,37.47961763],[126.94777788,37.4796901],[126.94773181,37.47975963],[126.94767831,37.4798257],[126.94761779,37.4798878],[126.9475507,37.47994547],[126.94747757,37.47999825],[126.94739894,37.48004575],[126.94731541,37.48008761],[126.94722762,37.48012351],[126.94713625,37.48015317],[126.94704197,37.48017637],[126.94694552,37.48019294],[126.94684762,37.48020275],[126.94674902,37.48020572],[126.94665047,37.48020182],[126.94655273,37.4801911],[126.94645652,37.48017363],[126.9463626,37.48014955],[126.94627167,37.48011903],[126.94618441,37.48008231],[126.94610151,37.48003967],[126.94602359,37.47999144],[126.94595123,37.47993798],[126.94588501,37.47987969],[126.9458254,37.47981703],[126.94577288,37.47975046],[126.94572783,37.4796805],[126.94569061,37.47960768],[126.9456615,37.47953255],[126.94564071,37.47945568],[126.94562841,37.47937766],[126.94562468,37.47929909],[126.94562957,37.47922055],[126.94564302,37.47914265],[126.94566494,37.47906599],[126.94569517,37.47899113],[126.94573346,37.47891867],[126.94577954,37.47884913],[126.94583304,37.47878307],[126.94589356,37.47872097],[126.94596065,37.47866331],[126.94603378,37.47861053],[126.94611241,37.47856302],[126.94619594,37.47852117],[126.94628372,37.47848527],[126.9463751,37.4784556],[126.94646937,37.4784324],[126.94656582,37.47841583],[126.94666372,37.47840603],[126.94676231,37.47840306],[126.94686086,37.47840695],[126.9469586,37.47841767],[126.9470548,37.47843514],[126.94714873,37.47845923],[126.94723966,37.47848974],[126.94732691,37.47852646],[126.94740981,37.4785691],[126.94748773,37.47861733],[126.94756009,37.47867079],[126.94762632,37.47872908],[126.94768592,37.47879174],[126.94773844,37.47885831],[126.94778349,37.47892827],[126.94782071,37.47900109],[126.94784983,37.47907622],[126.94787062,37.47915308],[126.94788293,37.4792311],[126.94788665,37.47930968]]]}"
104575,"2020058","1162010100","11620020  ",서울특별시 관악구20,서울특별시 관악구 봉천동(은천길입구 부근),15,16,0,5,9,2,126.934770370000,37.486341350000,"{""type"":""Polygon"",""coordinates"":[[[126.93590146,37.48634675],[126.93589656,37.48642529],[126.9358831,37.48650318],[126.93586116,37.48657985],[126.93583093,37.4866547],[126.93579262,37.48672716],[126.93574653,37.48679669],[126.93569301,37.48686275],[126.93563247,37.48692485],[126.93556537,37.4869825],[126.93549222,37.48703528],[126.93541358,37.48708277],[126.93533004,37.48712462],[126.93524224,37.48716051],[126.93515085,37.48719016],[126.93505656,37.48721336],[126.9349601,37.48722992],[126.93486219,37.48723971],[126.93476358,37.48724267],[126.93466502,37.48723877],[126.93456727,37.48722804],[126.93447106,37.48721056],[126.93437713,37.48718646],[126.93428619,37.48715594],[126.93419894,37.48711921],[126.93411604,37.48707656],[126.93403811,37.48702832],[126.93396576,37.48697485],[126.93389954,37.48691656],[126.93383994,37.48685389],[126.93378742,37.48678732],[126.93374238,37.48671735],[126.93370517,37.48664453],[126.93367606,37.48656939],[126.93365528,37.48649252],[126.93364299,37.4864145],[126.93363928,37.48633593],[126.93364418,37.48625739],[126.93365765,37.4861795],[126.93367958,37.48610283],[126.93370982,37.48602798],[126.93374813,37.48595552],[126.93379422,37.48588599],[126.93384774,37.48581993],[126.93390828,37.48575784],[126.93397538,37.48570018],[126.93404853,37.48564741],[126.93412717,37.48559992],[126.93421071,37.48555807],[126.93429851,37.48552218],[126.9343899,37.48549253],[126.93448419,37.48546933],[126.93458065,37.48545277],[126.93467855,37.48544298],[126.93477716,37.48544002],[126.93487571,37.48544392],[126.93497347,37.48545465],[126.93506967,37.48547213],[126.9351636,37.48549623],[126.93525454,37.48552675],[126.93534179,37.48556348],[126.93542469,37.48560613],[126.93550261,37.48565437],[126.93557496,37.48570784],[126.93564119,37.48576613],[126.93570079,37.4858288],[126.93575331,37.48589537],[126.93579835,37.48596533],[126.93583556,37.48603815],[126.93586467,37.48611329],[126.93588545,37.48619016],[126.93589774,37.48626817],[126.93590146,37.48634675]]]}"
104487,"2020058","1165010700","11650001  ",서울특별시 서초구1,서울특별시 서초구 반포동(세기빌딩 부근),20,21,0,6,11,4,127.020041800000,37.510683690000,"{""type"":""Polygon"",""coordinates"":[[[127.02117328,37.51068828],[127.02116847,37.51076682],[127.02115509,37.51084472],[127.02113323,37.5109214],[127.02110307,37.51099627],[127.02106483,37.51106877],[127.02101881,37.51113833],[127.02096535,37.51120443],[127.02090486,37.51126657],[127.0208378,37.51132427],[127.02076469,37.5113771],[127.02068607,37.51142465],[127.02060255,37.51146656],[127.02051476,37.51150251],[127.02042337,37.51153223],[127.02032908,37.5115555],[127.0202326,37.51157212],[127.02013467,37.51158199],[127.02003603,37.51158502],[127.01993744,37.51158119],[127.01983964,37.51157053],[127.01974338,37.51155312],[127.01964939,37.51152909],[127.01955839,37.51149863],[127.01947107,37.51146196],[127.01938809,37.51141938],[127.01931008,37.51137119],[127.01923765,37.51131777],[127.01917133,37.51125953],[127.01911164,37.5111969],[127.01905903,37.51113037],[127.0190139,37.51106043],[127.01897659,37.51098763],[127.01894739,37.51091252],[127.01892652,37.51083567],[127.01891414,37.51075766],[127.01891034,37.51067908],[127.01891514,37.51060054],[127.01892853,37.51052264],[127.01895039,37.51044596],[127.01898055,37.51037109],[127.01901879,37.51029859],[127.01906481,37.51022903],[127.01911828,37.51016293],[127.01917876,37.51010079],[127.01924582,37.51004309],[127.01931894,37.50999027],[127.01939755,37.50994272],[127.01948107,37.50990081],[127.01956886,37.50986486],[127.01966025,37.50983514],[127.01975454,37.50981187],[127.01985101,37.50979525],[127.01994894,37.50978538],[127.02004758,37.50978235],[127.02014617,37.50978618],[127.02024396,37.50979684],[127.02034022,37.50981425],[127.02043421,37.50983828],[127.02052521,37.50986874],[127.02061253,37.50990541],[127.02069551,37.50994799],[127.02077351,37.50999618],[127.02084595,37.51004959],[127.02091226,37.51010784],[127.02097196,37.51017046],[127.02102457,37.510237],[127.0210697,37.51030693],[127.02110701,37.51037973],[127.02113621,37.51045484],[127.02115709,37.51053169],[127.02116947,37.5106097],[127.02117328,37.51068828]]]}"
104488,"2020058","1165010700","11650002  ",서울특별시 서초구2,서울특별시 서초구 반포동(고속터미널호남선 부근),19,23,0,10,10,3,127.001057930000,37.505179980000,"{""type"":""Polygon"",""coordinates"":[[[127.00218932,37.50518475],[127.00218449,37.50526329],[127.00217109,37.5053412],[127.00214922,37.50541787],[127.00211904,37.50549274],[127.00208079,37.50556523],[127.00203475,37.50563478],[127.00198127,37.50570087],[127.00192077,37.505763],[127.00185371,37.5058207],[127.00178059,37.50587351],[127.00170196,37.50592105],[127.00161844,37.50596295],[127.00153065,37.50599888],[127.00143926,37.50602859],[127.00134497,37.50605184],[127.00124849,37.50606845],[127.00115057,37.5060783],[127.00105194,37.50608131],[127.00095335,37.50607747],[127.00085556,37.50606679],[127.00075931,37.50604936],[127.00066534,37.50602532],[127.00057435,37.50599484],[127.00048704,37.50595817],[127.00040408,37.50591557],[127.00032609,37.50586737],[127.00025368,37.50581394],[127.00018738,37.50575568],[127.00012771,37.50569305],[127.00007512,37.5056265],[127.00003001,37.50555656],[126.99999272,37.50548376],[126.99996354,37.50540864],[126.99994269,37.50533178],[126.99993033,37.50525377],[126.99992655,37.5051752],[126.99993138,37.50509666],[126.99994478,37.50501876],[126.99996666,37.50494208],[126.99999684,37.50486721],[127.00003509,37.50479473],[127.00008113,37.50472517],[127.00013461,37.50465908],[127.00019511,37.50459695],[127.00026217,37.50453926],[127.0003353,37.50448645],[127.00041392,37.50443891],[127.00049744,37.50439701],[127.00058523,37.50436108],[127.00067662,37.50433137],[127.00077091,37.50430812],[127.00086738,37.50429151],[127.0009653,37.50428166],[127.00106393,37.50427865],[127.00116252,37.5042825],[127.0012603,37.50429317],[127.00135655,37.5043106],[127.00145052,37.50433464],[127.00154151,37.50436512],[127.00162881,37.50440179],[127.00171178,37.50444439],[127.00178976,37.50449259],[127.00186218,37.50454602],[127.00192847,37.50460427],[127.00198814,37.50466691],[127.00204073,37.50473345],[127.00208585,37.50480339],[127.00212313,37.50487619],[127.00215232,37.50495131],[127.00217317,37.50502817],[127.00218553,37.50510618],[127.00218932,37.50518475]]]}"
104319,"2020058","1165010800","11650003  ",서울특별시 서초구3,서울특별시 서초구 서초동(서초대로294 부근),17,20,0,3,14,3,127.013824150000,37.493645790000,"{""type"":""Polygon"",""coordinates"":[[[127.01495536,37.49365043],[127.01495055,37.49372897],[127.01493716,37.49380688],[127.01491531,37.49388356],[127.01488515,37.49395843],[127.01484691,37.49403092],[127.01480089,37.49410048],[127.01474744,37.49416658],[127.01468696,37.49422871],[127.01461991,37.49428641],[127.01454681,37.49433924],[127.0144682,37.49438678],[127.0143847,37.49442869],[127.01429693,37.49446464],[127.01420556,37.49449435],[127.01411129,37.49451761],[127.01401483,37.49453423],[127.01391692,37.49454409],[127.0138183,37.49454712],[127.01371973,37.49454328],[127.01362196,37.49453262],[127.01352572,37.4945152],[127.01343175,37.49449117],[127.01334078,37.4944607],[127.01325348,37.49442403],[127.01317052,37.49438144],[127.01309254,37.49433325],[127.01302012,37.49427983],[127.01295383,37.49422158],[127.01289415,37.49415895],[127.01284156,37.49409242],[127.01279645,37.49402248],[127.01275915,37.49394968],[127.01272996,37.49387457],[127.0127091,37.49379771],[127.01269673,37.4937197],[127.01269293,37.49364112],[127.01269775,37.49356258],[127.01271114,37.49348468],[127.012733,37.493408],[127.01276316,37.49333313],[127.01280139,37.49326064],[127.01284742,37.49319108],[127.01290087,37.49312498],[127.01296135,37.49306285],[127.0130284,37.49300515],[127.0131015,37.49295233],[127.0131801,37.49290478],[127.01326361,37.49286288],[127.01335138,37.49282693],[127.01344274,37.49279721],[127.01353701,37.49277396],[127.01363347,37.49275733],[127.01373138,37.49274747],[127.01382999,37.49274445],[127.01392856,37.49274828],[127.01402633,37.49275895],[127.01412257,37.49277637],[127.01421653,37.4928004],[127.01430751,37.49283086],[127.01439481,37.49286753],[127.01447776,37.49291012],[127.01455575,37.49295831],[127.01462816,37.49301173],[127.01469446,37.49306998],[127.01475413,37.49313261],[127.01480672,37.49319914],[127.01485184,37.49326908],[127.01488913,37.49334188],[127.01491832,37.49341699],[127.01493919,37.49349385],[127.01495156,37.49357186],[127.01495536,37.49365043]]]}"
104766,"2020058","1165010800","11650004  ",서울특별시 서초구4,서울특별시 서초구 서초동(서울교대 부근),15,15,0,7,6,2,127.014671580000,37.488373120000,"{""type"":""Polygon"",""coordinates"":[[[127.01580271,37.48837776],[127.0157979,37.4884563],[127.01578452,37.48853421],[127.01576266,37.48861089],[127.01573251,37.48868576],[127.01569427,37.48875825],[127.01564826,37.48882781],[127.01559481,37.48889391],[127.01553434,37.48895605],[127.01546729,37.48901375],[127.0153942,37.48906657],[127.0153156,37.48911412],[127.0152321,37.48915602],[127.01514434,37.48919197],[127.01505297,37.48922169],[127.01495871,37.48924495],[127.01486226,37.48926157],[127.01476436,37.48927143],[127.01466575,37.48927446],[127.01456718,37.48927062],[127.01446942,37.48925996],[127.01437318,37.48924254],[127.01427923,37.48921851],[127.01418825,37.48918805],[127.01410096,37.48915138],[127.01401801,37.48910879],[127.01394003,37.4890606],[127.01386762,37.48900718],[127.01380133,37.48894893],[127.01374166,37.4888863],[127.01368907,37.48881976],[127.01364396,37.48874983],[127.01360666,37.48867703],[127.01357748,37.48860191],[127.01355662,37.48852506],[127.01354424,37.48844705],[127.01354045,37.48836847],[127.01354526,37.48828993],[127.01355865,37.48821203],[127.0135805,37.48813535],[127.01361066,37.48806048],[127.01364889,37.48798799],[127.01369491,37.48791843],[127.01374836,37.48785233],[127.01380884,37.48779019],[127.01387588,37.48773249],[127.01394897,37.48767967],[127.01402757,37.48763212],[127.01411107,37.48759022],[127.01419883,37.48755427],[127.01429019,37.48752455],[127.01438446,37.4875013],[127.01448091,37.48748467],[127.0145788,37.48747481],[127.01467741,37.48747179],[127.01477597,37.48747562],[127.01487374,37.48748629],[127.01496997,37.4875037],[127.01506392,37.48752773],[127.0151549,37.4875582],[127.01524219,37.48759486],[127.01532514,37.48763745],[127.01540312,37.48768564],[127.01547553,37.48773906],[127.01554182,37.48779731],[127.01560149,37.48785994],[127.01565408,37.48792647],[127.01569919,37.48799641],[127.01573649,37.48806921],[127.01576568,37.48814432],[127.01578654,37.48822118],[127.01579892,37.48829919],[127.01580271,37.48837776]]]}"
104778,"2020058","1168010100","11680001  ",서울특별시 강남구1,서울특별시 강남구 역삼동(역삼역 부근),27,30,0,7,22,1,127.036901710000,37.500747890000,"{""type"":""Polygon"",""coordinates"":[[[127.03803304,37.50075232],[127.03802825,37.50083086],[127.03801489,37.50090876],[127.03799305,37.50098545],[127.03796291,37.50106032],[127.03792469,37.50113282],[127.03787869,37.50120239],[127.03782525,37.5012685],[127.03776479,37.50133065],[127.03769775,37.50138836],[127.03762466,37.5014412],[127.03754606,37.50148876],[127.03746256,37.50153068],[127.03737479,37.50156665],[127.03728342,37.50159638],[127.03718915,37.50161966],[127.03709269,37.5016363],[127.03699477,37.50164618],[127.03689615,37.50164922],[127.03679757,37.50164541],[127.03669978,37.50163476],[127.03660353,37.50161736],[127.03650954,37.50159335],[127.03641855,37.5015629],[127.03633123,37.50152625],[127.03624825,37.50148367],[127.03617024,37.5014355],[127.0360978,37.50138209],[127.03603149,37.50132385],[127.03597179,37.50126123],[127.03591917,37.50119471],[127.03587403,37.50112478],[127.03583671,37.50105199],[127.0358075,37.50097688],[127.03578661,37.50090003],[127.03577421,37.50082202],[127.03577039,37.50074345],[127.03577518,37.50066491],[127.03578855,37.500587],[127.03581038,37.50051031],[127.03584053,37.50043544],[127.03587875,37.50036294],[127.03592475,37.50029337],[127.03597819,37.50022726],[127.03603866,37.50016512],[127.03610569,37.50010741],[127.03617878,37.50005457],[127.03625738,37.50000701],[127.03634088,37.49996509],[127.03642865,37.49992912],[127.03652001,37.49989939],[127.03661429,37.49987611],[127.03671075,37.49985947],[127.03680866,37.49984959],[127.03690728,37.49984655],[127.03700586,37.49985037],[127.03710365,37.49986101],[127.0371999,37.49987841],[127.03729388,37.49990242],[127.03738487,37.49993287],[127.03747219,37.49996952],[127.03755517,37.5000121],[127.03763317,37.50006027],[127.03770561,37.50011368],[127.03777193,37.50017191],[127.03783163,37.50023453],[127.03788425,37.50030105],[127.03792939,37.50037098],[127.03796671,37.50044377],[127.03799593,37.50051888],[127.03801681,37.50059573],[127.03802922,37.50067374],[127.03803304,37.50075232]]]}"
